variant,model_type,topic,rank,keyword,weight
documented_clean_final,NMF_FALLBACK,17,5,environment,0.16286197300272215
documented_clean_final,NMF_FALLBACK,17,6,technology,0.13454368476207237
documented_clean_final,NMF_FALLBACK,17,7,pollution control,0.13052099075453122
documented_clean_final,NMF_FALLBACK,17,8,information technology,0.12622764122807853
documented_clean_final,NMF_FALLBACK,17,9,recyclers,0.12354031347699565
documented_clean_final,NMF_FALLBACK,17,10,pollution,0.1208807126113339
documented_clean_final,NMF_FALLBACK,17,11,spcbs,0.11883618963445788
documented_clean_final,NMF_FALLBACK,17,12,sbm,0.10668169678694824
documented_clean_final,NMF_FALLBACK,17,13,cpcb,0.10421927054619132
documented_clean_final,NMF_FALLBACK,17,14,climate change,0.1020963136377909
documented_clean_final,NMF_FALLBACK,17,15,climate,0.10209479994909679
documented_clean_final,NMF_FALLBACK,17,16,handling,0.08455980259262469
documented_clean_final,NMF_FALLBACK,17,17,electronics,0.08232284071850424
documented_clean_final,NMF_FALLBACK,17,18,forests climate,0.0808629900777651
documented_clean_final,NMF_FALLBACK,17,19,sanitation,0.07809808398245911
documented_clean_final,NMF_FALLBACK,17,20,deity,0.07778441496442277
documented_clean_final,NMF_FALLBACK,18,1,appellant,0.2498667962333425
documented_clean_final,NMF_FALLBACK,18,2,appellate tribunal,0.21688834569251264
documented_clean_final,NMF_FALLBACK,18,3,defect,0.1929914957091422
documented_clean_final,NMF_FALLBACK,18,4,tribunal,0.17874523892191305
documented_clean_final,NMF_FALLBACK,18,5,appellate,0.16989689312960213
documented_clean_final,NMF_FALLBACK,18,6,appeal,0.16676712448752806
documented_clean_final,NMF_FALLBACK,18,7,appellant rectify,0.153381169048725
documented_clean_final,NMF_FALLBACK,18,8,recruitment placement,0.13929717394954214
documented_clean_final,NMF_FALLBACK,18,9,registrar,0.13399235197141446
documented_clean_final,NMF_FALLBACK,18,10,seafarers,0.127177033143154
documented_clean_final,NMF_FALLBACK,18,11,diagnostic,0.1250370593127934
documented_clean_final,NMF_FALLBACK,18,12,securities appellate,0.12037661289419858
