variant,model_type,topic,rank,keyword,weight
keep_short_remove_years,NMF_FALLBACK,10,20,15000,0.10399049067908972
keep_short_remove_years,NMF_FALLBACK,11,1,corporation,0.5833789909962542
keep_short_remove_years,NMF_FALLBACK,11,2,food,0.40025042056869903
keep_short_remove_years,NMF_FALLBACK,11,3,air india,0.30245959430252084
keep_short_remove_years,NMF_FALLBACK,11,4,regulation,0.2901791298916375
keep_short_remove_years,NMF_FALLBACK,11,5,regulations,0.25449090381459244
keep_short_remove_years,NMF_FALLBACK,11,6,air,0.22681107844105433
keep_short_remove_years,NMF_FALLBACK,11,7,civil,0.1850031185545487
keep_short_remove_years,NMF_FALLBACK,11,8,employee,0.18382557119134862
keep_short_remove_years,NMF_FALLBACK,11,9,food civil,0.16996118445760572
keep_short_remove_years,NMF_FALLBACK,11,10,managing director,0.16919633795189282
keep_short_remove_years,NMF_FALLBACK,11,11,managing,0.168031348044353
keep_short_remove_years,NMF_FALLBACK,11,12,employees,0.16233738322268185
keep_short_remove_years,NMF_FALLBACK,11,13,authority,0.14369788245955303
keep_short_remove_years,NMF_FALLBACK,11,14,reply,0.13611182916350714
keep_short_remove_years,NMF_FALLBACK,11,15,shall,0.12856382753232537
keep_short_remove_years,NMF_FALLBACK,11,16,india employees,0.128134637923227
keep_short_remove_years,NMF_FALLBACK,11,17,corporation india,0.12208008272670498
keep_short_remove_years,NMF_FALLBACK,11,18,civil supplies,0.1200114136346364
keep_short_remove_years,NMF_FALLBACK,11,19,supplies,0.11924422122779119
keep_short_remove_years,NMF_FALLBACK,11,20,guidelines,0.11534198040293869
keep_short_remove_years,NMF_FALLBACK,12,1,customs,0.5897568176732374
keep_short_remove_years,NMF_FALLBACK,12,2,commissioner customs,0.47610977362621215
keep_short_remove_years,NMF_FALLBACK,12,3,commissioner,0.28792765935443704
keep_short_remove_years,NMF_FALLBACK,12,4,manifest,0.2348056758341355
keep_short_remove_years,NMF_FALLBACK,12,5,transhipment,0.21592152851037957
keep_short_remove_years,NMF_FALLBACK,12,6,carrier,0.20100344499224398
keep_short_remove_years,NMF_FALLBACK,12,7,regulations,0.1838431505139321
keep_short_remove_years,NMF_FALLBACK,12,8,xx,0.18137227578233983
keep_short_remove_years,NMF_FALLBACK,12,9,cargo,0.17766433594174894
keep_short_remove_years,NMF_FALLBACK,12,10,authorised carrier,0.17450498935399297
keep_short_remove_years,NMF_FALLBACK,12,11,manifest transhipment,0.16815794598159114
keep_short_remove_years,NMF_FALLBACK,12,12,cargo manifest,0.16815794598159114
keep_short_remove_years,NMF_FALLBACK,12,13,sea cargo,0.16815794598159114
keep_short_remove_years,NMF_FALLBACK,12,14,transhipment regulations,0.16234509615457549
keep_short_remove_years,NMF_FALLBACK,12,15,xx xx,0.16175323495562463
